"4301";"ATIVO";"Porto Alegre-01";"PORTO ALEGRE-01";"Porto Alegre-01";"1"
"4302";"ATIVO";"Porto Alegre-02";"PORTO ALEGRE-02";"Porto Alegre-02";"1"
"4303";"ATIVO";"Pelotas";"PELOTAS";"Pelotas";"1"
"4304";"ATIVO";"Santa Maria";"SANTA MARIA";"Santa Maria";"1"
"4305";"ATIVO";"Caxias do Sul";"CAXIAS DO SUL";"Caxias do Sul";"1"
"4306";"ATIVO";"Passo Fundo";"PASSO FUNDO";"Passo Fundo";"1"
"4307";"ATIVO";"Bagé";"BAGE";"Bagé";"1"
"4308";"ATIVO";"Cachoeira do Sul";"CACHOEIRA DO SUL";"Cachoeira do Sul";"1"
"4309";"ATIVO";"Cruz Alta";"CRUZ ALTA";"Cruz Alta";"1"
"4310";"ATIVO";"Alegrete";"ALEGRETE";"Alegrete";"1"
"4311";"ATIVO";"Erechim";"ERECHIM";"Erechim";"1"
"4312";"ATIVO";"Santo Ângelo";"SANTO ANGELO";"Santo Ângelo";"1"
"4313";"ATIVO";"Santa Cruz do Sul";"SANTA CRUZ DO SUL";"Santa Cruz do Sul";"1"
"4314";"ATIVO";"Santa Rosa";"SANTA ROSA";"Santa Rosa";"1"
"4315";"ATIVO";"Palmeira das Missões";"PALMEIRA DAS MISSOES";"Palmeira das Missões";"1"
"4316";"ATIVO";"Lajeado";"LAJEADO";"Lajeado";"1"
"4317";"ATIVO";"Ijuí";"IJUI";"Ijuí";"1"
"4318";"ATIVO";"Osório";"OSORIO";"Osório";"1"
"4319";"ATIVO";"Frederico Westphalen";"FREDERICO WESTPHALEN";"Frederico Westphalen";"1"
"5000";"IGNOR";"Município ignorado - MS";"MUNICIPIO IGNORADO - MS";"Município ignorado - MS";"8"
"5001";"ATIVO";"Aquidauana";"AQUIDAUANA";"Aquidauana";"1"
"5002";"ATIVO";"Coxim";"COXIM";"Coxim";"1"
"5003";"ATIVO";"Dourados";"DOURADOS";"Dourados";"1"
"5004";"ATIVO";"Fátima do Sul";"FATIMA DO SUL";"Fátima do Sul";"1"
"5005";"ATIVO";"Jardim";"JARDIM";"Jardim";"1"
"5006";"ATIVO";"Naviraí";"NAVIRAI";"Naviraí";"1"
"5007";"ATIVO";"Nova Andradina";"NOVA ANDRADINA";"Nova Andradina";"1"
"5008";"ATIVO";"Paranaíba";"PARANAIBA";"Paranaíba";"1"
"5009";"ATIVO";"Ponta Porã";"PONTA PORA";"Ponta Porã";"1"
"5010";"ATIVO";"Três Lagoas";"TRES LAGOAS";"Três Lagoas";"1"
"5011";"ATIVO";"Campo Grande";"CAMPO GRANDE";"Campo Grande";"1"
"5012";"ATIVO";"Corumbá";"CORUMBA";"Corumbá";"1"
"5100";"IGNOR";"Município ignorado - MT";"MUNICIPIO IGNORADO - MT";"Município ignorado - MT";"8"
"5190";"OUTROS";"Sem divisão administrativa estadual - MT";"SEM DIVISAO ADMINISTRATIVA ESTADUAL - MT";"Sem div.adm.estadual MT";"5"
"5200";"IGNOR";"Município ignorado - GO";"MUNICIPIO IGNORADO - GO";"Município ignorado - GO";"8"
"5290";"OUTROS";"Sem divisão administrativa estadual - GO";"SEM DIVISAO ADMINISTRATIVA ESTADUAL - GO";"Sem div.adm.estadual GO";"5"
"5298";"TRANSF";"Municípios transferidos para Tocantins";"MUNICIPIOS TRANSFERIDOS PARA TOCANTINS";"Transf p/Tocantins";"7"
"5390";"OUTROS";"Sem divisão administrativa estadual - DF";"SEM DIVISAO ADMINISTRATIVA ESTADUAL - DF";"Sem div.adm.estadual DF";"5"
